,0
0,0.9468041062355042
1,0.9568424820899963
2,0.8344242572784424
3,0.9383330345153809
4,0.8886063098907471
5,0.9832296371459961
6,0.8664347529411316
7,0.9475866556167603
8,0.9650599360466003
9,1.0
10,0.9364986419677734
11,0.9419858455657959
12,0.9348485469818115
13,0.9718753695487976
14,0.9206608533859253
15,0.9419043660163879
16,0.954243540763855
17,0.9443953037261963
18,0.9836641550064087
19,0.9107539057731628
20,0.9718635082244873
21,0.9569976329803467
22,0.9489952921867371
23,0.8699588775634766
24,0.8888033628463745
25,0.8988896608352661
26,0.9297102689743042
27,0.9476343989372253
28,0.8834251165390015
29,0.926152229309082
30,0.9455932974815369
31,0.9400146007537842
32,0.9862793684005737
33,0.934888482093811
34,0.947513222694397
35,0.9275621175765991
36,0.9592604637145996
37,0.9805200695991516
38,0.9636526703834534
39,0.9798872470855713
40,0.897848904132843
41,0.9183343052864075
42,0.9270986914634705
43,0.9407637119293213
44,0.8948659300804138
45,0.8791154026985168
46,0.9506378173828125
47,0.9019562005996704
48,0.9626772403717041
49,0.9164237976074219
50,0.97203528881073
51,0.9511106014251709
52,0.9057536721229553
53,0.8961582183837891
54,0.898344099521637
55,0.9617623090744019
56,0.9099048972129822
57,0.9212178587913513
58,0.9688147306442261
59,0.9882926344871521
60,0.9412549138069153
61,0.7916042804718018
62,0.9496573805809021
63,0.8951103687286377
64,0.9578853249549866
65,0.9100021123886108
66,0.9124536514282227
67,0.9496670365333557
68,0.9064962863922119
69,0.8799808621406555
70,0.8524167537689209
71,0.9999998807907104
72,0.9651318192481995
73,0.952317476272583
74,0.9281271696090698
75,0.9184413552284241
76,0.9670326709747314
77,0.843137264251709
78,0.9582388997077942
79,0.8525680303573608
80,0.9552481174468994
81,0.9609125852584839
82,0.9374550580978394
83,0.9609590768814087
84,0.9357282519340515
85,0.9632560014724731
86,0.8911479711532593
87,0.8992730379104614
88,0.8952167630195618
89,0.9110304117202759
90,0.9443753957748413
91,0.9802052974700928
92,0.9408453702926636
93,0.9803206920623779
94,0.9339208602905273
95,0.9322481155395508
96,0.9113807678222656
97,0.9613577127456665
98,0.9168373942375183
99,0.8938838839530945
100,0.9435856342315674
101,0.892586350440979
102,0.9286693334579468
103,0.9201637506484985
104,0.8932927250862122
105,0.9091249704360962
106,0.9078997373580933
107,0.8535791635513306
108,0.9669471979141235
109,0.9708489775657654
110,0.9477120041847229
111,0.8790538907051086
112,0.9366673827171326
113,0.8650774955749512
114,0.9461908340454102
115,0.8723734021186829
116,0.8838324546813965
117,0.9880358576774597
118,0.9131878614425659
119,0.9615107774734497
120,0.9017165899276733
121,0.9692484736442566
122,0.941178023815155
123,0.8942018151283264
124,0.9351881742477417
125,0.9028161764144897
126,0.9507282972335815
127,0.8933035135269165
128,0.9246928691864014
129,0.9375240802764893
130,0.8913301229476929
131,0.9281668663024902
132,0.9233944416046143
133,0.9025036096572876
134,0.9446775913238525
135,0.9181942343711853
136,0.9481527805328369
137,0.9427539706230164
138,0.9547063112258911
139,0.8640352487564087
140,0.9421901106834412
141,0.9696569442749023
142,0.9670709371566772
143,0.9640257358551025
144,0.9123857021331787
145,0.9062772989273071
146,0.909448504447937
147,0.8957366943359375
148,0.924343466758728
149,0.9126895666122437
150,0.9121401906013489
151,0.8877670764923096
152,0.9271527528762817
153,0.8642719984054565
154,0.9651291966438293
155,0.9339764714241028
156,0.947030246257782
157,0.9542678594589233
158,0.9475651383399963
159,0.94044429063797
160,0.8483434915542603
161,0.9999999403953552
162,0.9261192083358765
163,0.8568965196609497
164,0.9152951836585999
165,0.8829487562179565
166,0.9382655620574951
167,0.9581736326217651
168,0.9530617594718933
169,0.8846018314361572
170,0.8731671571731567
171,0.965247631072998
172,0.9897671937942505
173,0.9255433678627014
174,0.9717227220535278
175,0.9074932336807251
176,0.9566950798034668
177,0.8571476936340332
178,0.9832653403282166
179,0.9509683847427368
180,0.9280766844749451
181,0.907971978187561
182,0.8658138513565063
183,0.9457473754882812
184,0.9383592009544373
185,0.943634033203125
186,0.9173533916473389
187,0.8899132013320923
188,0.9052510261535645
189,0.9229812622070312
190,0.9075511693954468
191,0.9466425180435181
192,0.8190606832504272
193,0.8964831829071045
194,0.8102551102638245
195,0.8880671858787537
196,0.9347273707389832
197,0.9868074655532837
198,0.9532086849212646
199,0.931729257106781
200,0.9431319832801819
201,0.8596096038818359
202,1.0000001192092896
203,0.9006150364875793
204,0.960904061794281
205,0.9120047092437744
206,0.9345763921737671
207,0.9171623587608337
208,0.9046404361724854
209,0.9072204828262329
210,0.9532333016395569
211,0.961277425289154
212,0.9897735118865967
213,0.9618220925331116
214,0.9630575776100159
215,0.9351953268051147
216,0.8781378865242004
217,0.9365569353103638
218,0.8753570318222046
219,0.9230654835700989
220,0.8946019411087036
221,0.9536800980567932
222,0.9538900852203369
223,0.8986480236053467
224,0.9196667671203613
225,0.9968705177307129
226,0.9270485043525696
227,0.9375847578048706
228,0.8874759674072266
229,0.9567520618438721
230,0.8565410375595093
231,0.8845989108085632
232,0.913639485836029
233,0.9948508739471436
234,0.8452495336532593
235,0.9448530673980713
236,0.9383628368377686
237,0.9211375713348389
238,0.947192907333374
239,0.9319523572921753
240,0.9615713953971863
241,0.9098660945892334
242,0.9424959421157837
243,0.8791928291320801
244,0.9129878878593445
245,0.96137535572052
246,0.8486405611038208
247,0.9535665512084961
248,0.8690201640129089
249,0.922692060470581
250,0.9598413109779358
251,0.8505324125289917
252,0.9792953729629517
253,0.9319168925285339
254,0.9600340127944946
255,0.9390073418617249
256,0.9355749487876892
257,0.9287252426147461
258,0.9438095688819885
259,0.9888906478881836
260,0.9314598441123962
261,0.8752139210700989
262,0.9999998807907104
263,0.9224459528923035
264,0.9420533180236816
265,0.8953037261962891
266,0.9185537695884705
267,0.8847790956497192
268,0.9223172068595886
269,0.913535475730896
270,0.9321731925010681
271,0.911729097366333
272,0.9366862773895264
273,0.9615107774734497
274,0.8941432237625122
275,0.8850090503692627
276,0.9452795386314392
277,0.925692081451416
278,0.9756473898887634
279,0.9109013676643372
280,0.9245486259460449
281,0.8674083948135376
282,0.9670738577842712
283,0.9171292781829834
284,0.8727918863296509
285,0.9292374849319458
286,0.9596326351165771
287,0.9635739922523499
288,0.9012506604194641
289,0.9228204488754272
290,0.9374434947967529
291,0.9309029579162598
292,0.9425461292266846
293,0.9179996252059937
294,0.8731372356414795
295,0.9274750351905823
296,0.9016912579536438
297,0.9527694582939148
298,0.948163628578186
299,0.9009503126144409
300,0.9189999103546143
301,0.9281197786331177
302,0.9066752791404724
303,0.9067218899726868
304,0.9882926344871521
305,0.8906036615371704
306,0.9403430223464966
307,0.9723005890846252
308,0.9227779507637024
309,0.9299755692481995
310,0.9910841584205627
311,0.8908290863037109
312,0.8544293642044067
313,0.9207839369773865
314,0.9084324240684509
315,0.9311219453811646
316,0.8577052354812622
317,0.9371797442436218
318,0.906993567943573
319,0.8295804858207703
320,0.9243707656860352
321,0.9124423265457153
322,0.9128870964050293
323,0.822646975517273
324,0.9704879522323608
325,0.8885139226913452
326,0.9402294158935547
327,0.9093272686004639
328,0.9273269176483154
329,0.909579873085022
330,0.9867047071456909
331,0.93620765209198
332,0.9439218044281006
333,0.9710579514503479
334,0.8583922386169434
335,0.9073303937911987
336,0.9006935358047485
337,0.8666043281555176
338,0.8935299515724182
339,0.9010744094848633
340,0.971869170665741
341,0.9453601837158203
342,0.9677380323410034
343,0.9071743488311768
344,0.914330005645752
345,0.8936862349510193
346,0.9630572199821472
347,0.8416385650634766
348,0.9852728843688965
349,0.8935233950614929
350,0.9139370918273926
351,1.0
352,0.9339756369590759
353,0.8930076360702515
354,0.930160403251648
355,0.9244152307510376
356,0.9220868945121765
357,0.8902042508125305
358,0.9076666831970215
359,0.9290205836296082
360,0.9566779732704163
361,0.9198295474052429
362,0.9041488170623779
363,0.8546152114868164
364,0.89360511302948
365,0.9221632480621338
366,0.9416950941085815
367,0.9283269047737122
368,0.9511880278587341
369,0.9843553304672241
370,0.8946548700332642
371,0.9244421720504761
372,0.8913138508796692
373,0.9090854525566101
374,0.9597460031509399
375,0.950452446937561
376,0.8724164962768555
377,0.9629948139190674
