,0
0,0.75
1,0.68
2,0.6
3,0.4782608695652174
4,0.26666666666666666
5,0.8947368421052632
6,0.2
7,0.35
8,0.7272727272727273
9,1.0
10,0.625
11,0.6666666666666666
12,0.6153846153846154
13,0.8
14,0.45
15,0.5789473684210527
16,0.6923076923076923
17,0.5789473684210527
18,0.7142857142857143
19,0.4230769230769231
20,0.6363636363636364
21,0.68
22,0.7142857142857143
23,0.19047619047619047
24,0.4864864864864865
25,0.4
26,0.2727272727272727
27,0.5555555555555556
28,0.42592592592592593
29,0.5
30,0.65
31,0.6538461538461539
32,0.4
33,0.5
34,0.4444444444444444
35,0.3333333333333333
36,0.5714285714285714
37,0.6666666666666666
38,0.6666666666666666
39,0.7
40,0.5
41,0.6363636363636364
42,0.4090909090909091
43,0.5
44,0.2894736842105263
45,0.3333333333333333
46,0.7333333333333333
47,0.3888888888888889
48,0.6153846153846154
49,0.6666666666666666
50,0.8181818181818182
51,0.5555555555555556
52,0.4782608695652174
53,0.375
54,0.375
55,0.7058823529411765
56,0.3448275862068966
57,0.3333333333333333
58,0.5555555555555556
59,0.75
60,0.4782608695652174
61,0.3076923076923077
62,0.631578947368421
63,0.5294117647058824
64,0.625
65,0.46153846153846156
66,0.5882352941176471
67,0.48717948717948717
68,0.5
69,0.4444444444444444
70,0.5357142857142857
71,1.0
72,0.6666666666666666
73,0.5789473684210527
74,0.5333333333333333
75,0.5
76,0.8333333333333334
77,0.23076923076923078
78,0.5555555555555556
79,0.2857142857142857
80,0.3
81,0.4
82,0.36363636363636365
83,0.6521739130434783
84,0.5714285714285714
85,0.6842105263157895
86,0.16666666666666666
87,0.3333333333333333
88,0.3793103448275862
89,0.5416666666666666
90,0.5357142857142857
91,0.6818181818181818
92,0.5666666666666667
93,0.9
94,0.5
95,0.56
96,0.5416666666666666
97,0.5555555555555556
98,0.6
99,0.4642857142857143
100,0.6666666666666666
101,0.23076923076923078
102,0.45454545454545453
103,0.18181818181818182
104,0.25
105,0.43243243243243246
106,0.3333333333333333
107,0.14285714285714285
108,0.625
109,0.8333333333333334
110,0.6190476190476191
111,0.2727272727272727
112,0.1111111111111111
113,0.3
114,0.6086956521739131
115,0.4444444444444444
116,0.5
117,0.7777777777777778
118,0.5
119,0.6666666666666666
120,0.45454545454545453
121,0.5
122,0.6666666666666666
123,0.48148148148148145
124,0.6666666666666666
125,0.3333333333333333
126,0.5
127,0.4
128,0.6829268292682927
129,0.5416666666666666
130,0.4444444444444444
131,0.75
132,0.45714285714285713
133,0.5263157894736842
134,0.75
135,0.47058823529411764
136,0.47058823529411764
137,0.7142857142857143
138,0.6363636363636364
139,0.35714285714285715
140,0.47058823529411764
141,0.8888888888888888
142,0.8
143,0.7142857142857143
144,0.3333333333333333
145,0.5833333333333334
146,0.2
147,0.6153846153846154
148,0.0
149,0.5294117647058824
150,0.16666666666666666
151,0.42424242424242425
152,0.3125
153,0.2857142857142857
154,0.8
155,0.4166666666666667
156,0.5
157,0.18181818181818182
158,0.47058823529411764
159,0.42857142857142855
160,0.1111111111111111
161,1.0
162,0.4642857142857143
163,0.4
164,0.3076923076923077
165,0.2727272727272727
166,0.5555555555555556
167,0.6818181818181818
168,0.5714285714285714
169,0.5
170,0.3333333333333333
171,0.3157894736842105
172,1.0
173,0.5555555555555556
174,0.5454545454545454
175,0.45
176,0.5714285714285714
177,0.3333333333333333
178,0.7692307692307693
179,0.6428571428571429
180,0.4666666666666667
181,0.2916666666666667
182,0.43333333333333335
183,0.4
184,0.52
185,0.7058823529411765
186,0.42857142857142855
187,0.42424242424242425
188,0.38461538461538464
189,0.3333333333333333
190,0.3333333333333333
191,0.6296296296296297
192,0.0
193,0.35294117647058826
194,0.1111111111111111
195,0.4358974358974359
196,0.6842105263157895
197,0.9166666666666666
198,0.5384615384615384
199,0.4117647058823529
200,0.3888888888888889
201,0.35
202,1.0
203,0.5333333333333333
204,0.696969696969697
205,0.1
206,0.47619047619047616
207,0.3333333333333333
208,0.3125
209,0.5
210,0.3125
211,0.8181818181818182
212,0.9285714285714286
213,0.6666666666666666
214,0.4444444444444444
215,0.5714285714285714
216,0.48
217,0.75
218,0.41025641025641024
219,0.7419354838709677
220,0.5384615384615384
221,0.6153846153846154
222,0.4
223,0.4444444444444444
224,0.6521739130434783
225,0.875
226,0.4
227,0.3
228,0.4857142857142857
229,0.6111111111111112
230,0.14285714285714285
231,0.4444444444444444
232,0.35
233,0.8181818181818182
234,0.35714285714285715
235,0.4
236,0.42857142857142855
237,0.4
238,0.3333333333333333
239,0.5714285714285714
240,0.5714285714285714
241,0.36363636363636365
242,0.5405405405405406
243,0.34375
244,0.26666666666666666
245,0.6
246,0.25
247,0.6666666666666666
248,0.18181818181818182
249,0.55
250,0.75
251,0.3333333333333333
252,0.6451612903225806
253,0.375
254,0.6
255,0.5833333333333334
256,0.45454545454545453
257,0.3333333333333333
258,0.5714285714285714
259,0.9285714285714286
260,0.38461538461538464
261,0.4230769230769231
262,1.0
263,0.4782608695652174
264,0.3333333333333333
265,0.35
266,0.5384615384615384
267,0.42105263157894735
268,0.15384615384615385
269,0.41379310344827586
270,0.4
271,0.4375
272,0.696969696969697
273,0.6666666666666666
274,0.36
275,0.2727272727272727
276,0.3157894736842105
277,0.48
278,0.8333333333333334
279,0.35294117647058826
280,0.46153846153846156
281,0.25
282,0.6428571428571429
283,0.39285714285714285
284,0.35714285714285715
285,0.2
286,0.5555555555555556
287,0.6296296296296297
288,0.1
289,0.3939393939393939
290,0.36363636363636365
291,0.5681818181818182
292,0.2857142857142857
293,0.16666666666666666
294,0.5217391304347826
295,0.6
296,0.29411764705882354
297,0.8125
298,0.7333333333333333
299,0.29411764705882354
300,0.5
301,0.6923076923076923
302,0.4
303,0.3409090909090909
304,0.75
305,0.3157894736842105
306,0.6
307,0.7857142857142857
308,0.25
309,0.36363636363636365
310,0.8888888888888888
311,0.46153846153846156
312,0.4444444444444444
313,0.5
314,0.4642857142857143
315,0.45
316,0.2
317,0.15789473684210525
318,0.42857142857142855
319,0.3333333333333333
320,0.5
