,0
0,0.5333333333333333
1,0.4
2,0.3125
3,0.19230769230769232
4,0.0625
5,0.6842105263157895
6,0.1111111111111111
7,0.05
8,0.5454545454545454
9,1.0
10,0.2857142857142857
11,0.4482758620689655
12,0.25
13,0.5
14,0.09523809523809523
15,0.3
16,0.38461538461538464
17,0.4
18,0.3333333333333333
19,0.21428571428571427
20,0.4090909090909091
21,0.36
22,0.5
23,0.041666666666666664
24,0.25
25,0.0
26,0.09090909090909091
27,0.25
28,0.14285714285714285
29,0.2222222222222222
30,0.45454545454545453
31,0.36
32,0.25
33,0.21739130434782608
34,0.16666666666666666
35,0.0
36,0.3333333333333333
37,0.5
38,0.0
39,0.55
40,0.2
41,0.36363636363636365
42,0.18181818181818182
43,0.42857142857142855
44,0.06382978723404255
45,0.11764705882352941
46,0.5333333333333333
47,0.16666666666666666
48,0.3333333333333333
49,0.35
50,0.6829268292682927
51,0.125
52,0.15384615384615385
53,0.19230769230769232
54,0.038461538461538464
55,0.5
56,0.08571428571428572
57,0.2
58,0.375
59,0.5454545454545454
60,0.18181818181818182
61,0.07692307692307693
62,0.38095238095238093
63,0.25
64,0.375
65,0.27586206896551724
66,0.23809523809523808
67,0.32558139534883723
68,0.17142857142857143
69,0.29411764705882354
70,0.16666666666666666
71,1.0
72,0.0
73,0.3888888888888889
74,0.2972972972972973
75,0.18181818181818182
76,0.8
77,0.08333333333333333
78,0.42105263157894735
79,0.0
80,0.1111111111111111
81,0.0
82,0.1
83,0.36
84,0.16666666666666666
85,0.5
86,0.0
87,0.0
88,0.16129032258064516
89,0.32142857142857145
90,0.28125
91,0.4782608695652174
92,0.35135135135135137
93,0.6666666666666666
94,0.38461538461538464
95,0.2
96,0.34615384615384615
97,0.375
98,0.17391304347826086
99,0.2727272727272727
100,0.5
101,0.07407407407407407
102,0.1
103,0.0
104,0.0
105,0.175
106,0.14285714285714285
107,0.0
108,0.2857142857142857
109,0.7272727272727273
110,0.5217391304347826
111,0.1
112,0.0
113,0.0
114,0.34782608695652173
115,0.125
116,0.26666666666666666
117,0.625
118,0.30434782608695654
119,0.0
120,0.2
121,0.2
122,0.5714285714285714
123,0.22857142857142856
124,0.43478260869565216
125,0.0
126,0.2857142857142857
127,0.0
128,0.5
129,0.23076923076923078
130,0.1111111111111111
131,0.6666666666666666
132,0.275
133,0.3
134,0.3333333333333333
135,0.2647058823529412
136,0.25
137,0.4
138,0.42857142857142855
139,0.07692307692307693
140,0.3125
141,0.625
142,0.625
143,0.4666666666666667
144,0.14285714285714285
145,0.36363636363636365
146,0.0
147,0.3333333333333333
148,0.0
149,0.35
150,0.0
151,0.14705882352941177
152,0.2631578947368421
153,0.125
154,0.6666666666666666
155,0.3076923076923077
156,0.26666666666666666
157,0.0
158,0.11764705882352941
159,0.2
160,0.0
161,1.0
162,0.25
163,0.0
164,0.13333333333333333
165,0.1
166,0.25
167,0.36363636363636365
168,0.35714285714285715
169,0.2777777777777778
170,0.12121212121212122
171,0.16666666666666666
172,0.875
173,0.2631578947368421
174,0.25
175,0.13636363636363635
176,0.3333333333333333
177,0.0
178,0.5833333333333334
179,0.42857142857142855
180,0.1875
181,0.14285714285714285
182,0.18181818181818182
183,0.25
184,0.2
185,0.5
186,0.23076923076923078
187,0.15789473684210525
188,0.2
189,0.13793103448275862
190,0.1388888888888889
191,0.3448275862068966
192,0.0
193,0.16666666666666666
194,0.0
195,0.2391304347826087
196,0.3888888888888889
197,0.8461538461538461
198,0.2857142857142857
199,0.125
200,0.21052631578947367
201,0.11904761904761904
202,1.0
203,0.2631578947368421
204,0.4473684210526316
205,0.0
206,0.38095238095238093
207,0.0
208,0.26666666666666666
209,0.2222222222222222
210,0.05555555555555555
211,0.3333333333333333
212,0.8461538461538461
213,0.25
214,0.05555555555555555
215,0.36
216,0.25925925925925924
217,0.5517241379310345
218,0.2
219,0.53125
220,0.3076923076923077
221,0.4166666666666667
222,0.0
223,0.2222222222222222
224,0.43478260869565216
225,0.8571428571428571
226,0.21052631578947367
227,0.1111111111111111
228,0.25
229,0.3888888888888889
230,0.0
231,0.15789473684210525
232,0.09523809523809523
233,0.7
234,0.17142857142857143
235,0.18181818181818182
236,0.14285714285714285
237,0.23809523809523808
238,0.0
239,0.3076923076923077
240,0.4090909090909091
241,0.30434782608695654
242,0.3023255813953488
243,0.17142857142857143
244,0.4
245,0.34782608695652173
246,0.0
247,0.6111111111111112
248,0.125
249,0.32
250,0.5714285714285714
251,0.125
252,0.4722222222222222
253,0.3333333333333333
254,0.2916666666666667
255,0.34615384615384615
256,0.2
257,0.1111111111111111
258,0.46153846153846156
259,0.8461538461538461
260,0.26666666666666666
261,0.18518518518518517
262,1.0
263,0.2
264,0.125
265,0.16
266,0.2
267,0.16666666666666666
268,0.0
269,0.1724137931034483
270,0.2222222222222222
271,0.17647058823529413
272,0.5
273,0.0
