,0
0,-1.8776252269744873
1,-2.0529391765594482
2,-4.2766337394714355
3,-3.097116231918335
4,-4.107489585876465
5,-1.3998942375183105
6,-3.973235845565796
7,-3.0900251865386963
8,-1.9339200258255005
9,-0.47118234634399414
10,-2.1458687782287598
11,-1.699106216430664
12,-2.34184193611145
13,-2.131706476211548
14,-3.5217511653900146
15,-2.8025968074798584
16,-1.7674460411071777
17,-2.4420883655548096
18,-2.136176347732544
19,-3.3753631114959717
20,-1.5360950231552124
21,-2.2315635681152344
22,-1.6771767139434814
23,-5.285908222198486
24,-4.095192909240723
25,-4.3112921714782715
26,-3.3101279735565186
27,-2.7806317806243896
28,-4.268102169036865
29,-3.8774266242980957
30,-2.430215358734131
31,-2.2055978775024414
32,-2.8001599311828613
33,-2.3058953285217285
34,-2.879584312438965
35,-2.9190797805786133
36,-2.1593270301818848
37,-1.168060064315796
38,-3.9379451274871826
39,-1.4654717445373535
40,-3.29733943939209
41,-2.477278232574463
42,-3.4704127311706543
43,-2.562504529953003
44,-4.445188045501709
45,-3.6252946853637695
46,-1.2657490968704224
47,-3.576744556427002
48,-1.75527024269104
49,-3.558382511138916
50,-1.0852179527282715
51,-2.217966079711914
52,-3.255857229232788
53,-4.472886085510254
54,-4.691151142120361
55,-2.1234629154205322
56,-3.5310051441192627
57,-3.3228390216827393
58,-2.248385429382324
59,-0.8122940063476562
60,-2.8687727451324463
61,-6.228783130645752
62,-2.4853672981262207
63,-4.483496189117432
64,-2.223238706588745
65,-2.8243794441223145
66,-2.886914014816284
67,-2.319464921951294
68,-4.304769992828369
69,-4.4759202003479
70,-4.681935787200928
71,-0.5965303778648376
72,-2.5678014755249023
73,-1.959311604499817
74,-2.802032709121704
75,-3.515312910079956
76,-1.390485167503357
77,-6.507519721984863
78,-1.926824927330017
79,-5.094405174255371
80,-2.787565231323242
81,-1.69227135181427
82,-3.2959976196289062
83,-2.370335102081299
84,-2.714855432510376
85,-2.354461193084717
86,-4.1482696533203125
87,-2.499171018600464
88,-4.6010942459106445
89,-3.4691057205200195
90,-2.967665195465088
91,-1.561800241470337
92,-2.3661553859710693
93,-1.4301807880401611
94,-2.5339508056640625
95,-2.6456565856933594
96,-3.6753485202789307
97,-2.5238611698150635
98,-3.5381503105163574
99,-3.180769920349121
100,-1.6397472620010376
101,-4.680009365081787
102,-4.834617614746094
103,-3.175657272338867
104,-5.0129547119140625
105,-3.6182899475097656
106,-2.9002771377563477
107,-6.714054584503174
108,-1.9375861883163452
109,-1.5580508708953857
110,-1.7813241481781006
111,-3.942755699157715
112,-2.7277071475982666
113,-5.158533096313477
114,-2.20230770111084
115,-4.4353814125061035
116,-4.298593521118164
117,-1.10574471950531
118,-3.4369373321533203
119,-2.355360269546509
120,-4.06425666809082
121,-2.4115891456604004
122,-1.7418673038482666
123,-3.9809441566467285
124,-2.4025940895080566
125,-3.171998977661133
126,-2.2427093982696533
127,-3.6671142578125
128,-2.725360870361328
129,-2.151519536972046
130,-4.66827917098999
131,-3.222923517227173
132,-2.8828089237213135
133,-3.873568058013916
134,-2.6022908687591553
135,-3.4071648120880127
136,-3.685455322265625
137,-3.009066581726074
138,-2.454014539718628
139,-4.144992828369141
140,-2.8688626289367676
141,-1.5367110967636108
142,-1.145211935043335
143,-2.0074660778045654
144,-4.619609355926514
145,-3.2094435691833496
146,-3.1176180839538574
147,-3.8416824340820312
148,-3.257086992263794
149,-2.9063851833343506
150,-3.0239830017089844
151,-4.994699478149414
152,-3.7924609184265137
153,-4.737688064575195
154,-1.9071074724197388
155,-2.5512025356292725
156,-2.415116548538208
157,-2.3181376457214355
158,-2.4283509254455566
159,-2.180433511734009
160,-5.099373817443848
161,-0.9592064023017883
162,-2.8935883045196533
163,-4.645686626434326
164,-2.8447279930114746
165,-4.77687406539917
166,-2.1768605709075928
167,-2.2673768997192383
168,-2.8800532817840576
169,-4.338168144226074
170,-4.6379780769348145
171,-2.2642641067504883
172,-1.0092464685440063
173,-3.0322420597076416
174,-1.7992416620254517
175,-4.227943420410156
176,-2.2974631786346436
177,-6.000895977020264
178,-1.0888012647628784
179,-2.365072250366211
180,-3.217538356781006
181,-4.7658538818359375
182,-3.7987334728240967
183,-2.390098810195923
184,-3.630469799041748
185,-2.0459163188934326
186,-3.6544508934020996
187,-3.767517566680908
188,-2.9221270084381104
189,-3.547668933868408
190,-4.002592086791992
191,-2.364680767059326
192,-6.547201633453369
193,-3.2338922023773193
194,-7.824708461761475
195,-4.203170299530029
196,-2.8938655853271484
197,-0.9684380888938904
198,-1.7809549570083618
199,-3.401522636413574
200,-2.5237345695495605
201,-5.5625481605529785
202,-0.37469276785850525
203,-4.219113349914551
204,-2.126936435699463
205,-2.9842615127563477
206,-3.1893727779388428
207,-2.3616974353790283
208,-3.586662769317627
209,-3.1124517917633057
210,-2.273632764816284
211,-1.5466307401657104
212,-0.4741774797439575
213,-1.1474889516830444
214,-1.584492564201355
215,-3.191504716873169
216,-4.2378830909729
217,-2.5816924571990967
218,-4.0106306076049805
219,-2.8406381607055664
220,-3.59525465965271
221,-1.7794771194458008
222,-2.525641441345215
223,-4.735518932342529
224,-3.279961347579956
225,-0.6811464428901672
226,-2.5347819328308105
227,-3.847120761871338
228,-2.8820455074310303
229,-2.1905181407928467
230,-5.475905418395996
231,-4.323873043060303
232,-3.1666910648345947
233,-0.9719828963279724
234,-4.878762245178223
235,-2.8121769428253174
236,-2.4908719062805176
237,-4.390235900878906
238,-3.166391372680664
239,-2.136908769607544
240,-2.053412437438965
241,-3.2666776180267334
242,-2.6820034980773926
243,-4.361573219299316
244,-4.042233943939209
245,-1.6984705924987793
246,-4.9501214027404785
247,-1.8598839044570923
248,-4.980148792266846
249,-3.354645252227783
250,-2.120659828186035
251,-5.747111797332764
252,-1.7938079833984375
253,-2.216078042984009
254,-1.8473217487335205
255,-1.8359133005142212
256,-3.028723955154419
257,-3.371121644973755
258,-2.072502613067627
259,-0.6867199540138245
260,-2.604576826095581
261,-4.1672043800354
262,-0.7569670081138611
263,-3.161029577255249
264,-2.2568321228027344
265,-4.248206615447998
266,-3.4340450763702393
267,-4.857074737548828
268,-3.8997628688812256
269,-3.0912399291992188
270,-3.1092424392700195
271,-2.8501346111297607
272,-2.694424867630005
273,-2.355360269546509
274,-5.416753768920898
275,-4.4331841468811035
276,-2.000396251678467
277,-2.809209108352661
278,-1.1868523359298706
279,-4.300525188446045
280,-3.607954740524292
281,-4.8527092933654785
282,-2.316829204559326
283,-3.9214906692504883
284,-4.190603733062744
285,-2.801820755004883
286,-2.5330021381378174
287,-2.4423296451568604
288,-2.811145305633545
289,-3.73028564453125
290,-3.690509080886841
291,-2.635364055633545
292,-4.620579242706299
293,-4.688624382019043
